,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,bowling_no_of_over,bowl_no_of_maiden_over,bowl_runs_conceded,bowl_no_of_wickets,bowl_econ,bowl_wide_balls,bowl_no_balls
4024,Jaydev Unadkat,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,yes,2.2,0,32,0,13.71,0,0
4025,Murali Kartik,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,41,1,10.25,1,0
4026,Chris Gayle,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,no,1,0,16,0,16.00,0,0
4027,Angelo Mathews,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,no,3,0,32,0,10.66,0,0
4028,Ajit Agarkar,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,no,3,0,35,0,11.66,0,0
4029,David Hussey,152,2009/10,Kings XI Punjab,Kolkata Knight Riders,no,no,1,0,13,0,13.00,0,0
4030,Aditya Dole,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,4,0,36,2,9.00,2,0
4031,Shane Watson,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,4,0,19,1,4.75,1,0
4032,Yusuf Pathan,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,4,0,26,0,6.50,1,0
4033,Siddharth Trivedi,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,4,0,22,2,5.50,1,0
4034,Shane Warne,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,3,0,42,0,14.00,1,0
4035,Faiz Fazal,156,2009/10,Kings XI Punjab,Rajasthan Royals,no,no,1,0,6,0,6.00,0,0
4036,Ryan McLaren,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,2,0,13,0,6.50,0,0
4037,Zaheer Khan,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,3.2,0,36,0,10.80,0,0
4038,Lasith Malinga,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,4,0,36,2,9.00,0,0
4039,Harbhajan Singh,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,4,0,34,0,8.50,1,0
4040,Rajagopal Sathish,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,2,0,14,0,7.00,1,0
4041,Jean-Paul Duminy,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,3,0,15,1,5.00,0,0
4042,Kieron Pollard,159,2009/10,Kings XI Punjab,Mumbai Indians,no,no,1,0,9,1,9.00,1,0
4043,Ashish Nehra,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,2,0,8,0,4.00,0,0
4044,Farveez Maharoof,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,2,0,16,0,8.00,0,0
4045,Amit Mishra,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,4,0,15,1,3.75,0,0
4046,Rajat Bhatia,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,2,0,19,0,9.50,0,0
4047,Daniel Vettori,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,3.4,0,27,0,7.36,1,0
4048,Paul Collingwood,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,4,0,19,2,4.75,0,0
4049,Virender Sehwag,162,2009/10,Kings XI Punjab,Delhi Daredevils,no,no,1,0,3,0,3.00,0,0
4050,Ryan Harris,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,4,0,27,1,6.75,2,0
4051,RP Singh,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,4,0,51,1,12.75,1,0
4052,Mitchell Marsh,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,4,0,32,0,8.00,0,0
4053,Andrew Symonds,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,2,0,16,0,8.00,0,0
4054,Rohit Sharma,169,2009/10,Kings XI Punjab,Deccan Chargers,yes,no,1,0,8,0,8.00,0,0
4055,Pragyan Ojha,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,2,0,19,0,9.50,0,1
4056,Rahul Sharma,169,2009/10,Kings XI Punjab,Deccan Chargers,no,no,3,0,18,1,6.00,1,0
4057,Sudeep Tyagi,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,2,0,24,0,12.00,1,0
4058,Doug Bollinger,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,4,0,39,0,9.75,1,0
4059,Albie Morkel,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,4,0,48,1,12.00,1,0
4060,Ravichandran Ashwin,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,4,0,20,1,5.00,0,0
4061,Suresh Raina,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,4,0,33,1,8.25,0,0
4062,Justin Kemp,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,1,0,12,0,12.00,0,0
4063,Shadab Jakati,172,2009/10,Kings XI Punjab,Chennai Super Kings,no,no,1,0,14,0,14.00,0,0
4064,Alfonso Thomas,183,2011,Kings XI Punjab,Pune Warriors,no,no,4,0,27,2,6.75,1,0
4065,Shrikant Wagh,183,2011,Kings XI Punjab,Pune Warriors,yes,no,3,0,16,3,5.33,3,0
4066,Wayne Parnell,183,2011,Kings XI Punjab,Pune Warriors,no,no,4,0,20,1,5.00,0,0
4067,Murali Kartik,183,2011,Kings XI Punjab,Pune Warriors,no,no,1,0,10,0,10.00,0,1
4068,Jesse Ryder,183,2011,Kings XI Punjab,Pune Warriors,no,no,3,1,9,1,3.00,1,0
4069,Mithun Manhas,183,2011,Kings XI Punjab,Pune Warriors,no,no,3,0,14,0,4.66,0,0
4070,Rahul Sharma,183,2011,Kings XI Punjab,Pune Warriors,no,no,2,0,12,0,6.00,0,0
4071,Ravichandran Ashwin,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,4,0,37,0,9.25,1,0
4072,Tim Southee,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,4,0,33,1,8.25,0,0
4073,Albie Morkel,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,3,0,38,1,12.66,0,0
4074,Suraj Randiv,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,4,0,32,1,8.00,0,0
4075,Scott Styris,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,1,0,13,0,13.00,0,0
4076,Shadab Jakati,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,2.1,0,28,0,12.92,0,0
4077,Suresh Raina,187,2011,Kings XI Punjab,Chennai Super Kings,no,no,1,0,12,0,12.00,0,0
4078,Dale Steyn,193,2011,Kings XI Punjab,Deccan Chargers,no,no,3,0,24,0,8.00,1,1
4079,Ishant Sharma,193,2011,Kings XI Punjab,Deccan Chargers,no,no,4,0,23,0,5.75,1,1
4080,Manpreet Gony,193,2011,Kings XI Punjab,Deccan Chargers,no,no,2,0,35,0,17.50,1,0
4081,Amit Mishra,193,2011,Kings XI Punjab,Deccan Chargers,no,no,4,0,28,2,7.00,0,0
4082,Dan Christian,193,2011,Kings XI Punjab,Deccan Chargers,no,no,2.4,0,28,0,10.50,0,0
4083,Jean-Paul Duminy,193,2011,Kings XI Punjab,Deccan Chargers,no,no,2,0,21,0,10.50,2,0
4084,Siddharth Trivedi,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,4,0,59,0,14.75,2,2
4085,Shaun Tait,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,4,1,22,3,5.50,2,1
4086,Shane Warne,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,4,0,50,1,12.50,0,0
4087,Shane Watson,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,4,0,24,2,6.00,0,0
4088,Stuart Binny,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,2,0,18,0,9.00,1,0
4089,Ashok Menaria,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,1,0,7,0,7.00,0,0
4090,Abhishek Raut,201,2011,Kings XI Punjab,Rajasthan Royals,no,no,1,0,8,0,8.00,0,0
4091,Morne Morkel,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,32,1,8.00,0,2
4092,Irfan Pathan,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,3,1,26,1,8.66,0,0
4093,Varun Aaron,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,36,1,9.00,0,0
4094,Yogesh Nagar,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,1,0,16,0,16.00,0,0
4095,Ajit Agarkar,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,47,2,11.75,1,0
4096,James Hopes,204,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,43,1,10.75,0,0
4097,Brett Lee,215,2011,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,27,0,6.75,1,0
4098,Lakshmipathy Balaji,215,2011,Kings XI Punjab,Kolkata Knight Riders,no,no,3,0,21,0,7.00,0,0
4099,Iqbal Abdulla,215,2011,Kings XI Punjab,Kolkata Knight Riders,yes,no,4,0,19,2,4.75,0,0
4100,Yusuf Pathan,215,2011,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,24,1,6.00,1,0
4101,Rajat Bhatia,215,2011,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,18,0,4.50,1,0
4102,Manoj Tiwary,215,2011,Kings XI Punjab,Kolkata Knight Riders,no,no,1,0,9,0,9.00,1,0
4103,Harbhajan Singh,218,2011,Kings XI Punjab,Mumbai Indians,no,no,4,0,25,2,6.25,0,0
4104,Lasith Malinga,218,2011,Kings XI Punjab,Mumbai Indians,no,no,4,0,19,2,4.75,0,0
4105,Abu Nechim,218,2011,Kings XI Punjab,Mumbai Indians,no,no,3,0,22,0,7.33,0,0
4106,Munaf Patel,218,2011,Kings XI Punjab,Mumbai Indians,no,no,4,0,18,2,4.50,0,0
4107,Tirumalasetti Suman,218,2011,Kings XI Punjab,Mumbai Indians,no,no,1,0,12,0,12.00,0,0
4108,Kieron Pollard,218,2011,Kings XI Punjab,Mumbai Indians,yes,no,3,0,18,1,6.00,1,0
4109,Andrew Symonds,218,2011,Kings XI Punjab,Mumbai Indians,no,no,1,0,11,1,11.00,0,0
4110,Zaheer Khan,225,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,35,0,8.75,3,0
4111,Sreenath Aravind,225,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,14,4,3.50,0,0
4112,Chris Gayle,225,2011,Kings XI Punjab,Royal Challengers Bangalore,yes,no,4,0,21,3,5.25,0,0
4113,Abhimanyu Mithun,225,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,3,0,29,0,9.66,1,0
4114,Daniel Vettori,225,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,14,1,3.50,0,0
4115,Virat Kohli,225,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,1,0,7,0,7.00,0,1
4116,Bhuvneshwar Kumar,229,2011,Kings XI Punjab,Pune Warriors,no,no,3,0,14,2,4.66,0,0
4117,Shrikant Wagh,229,2011,Kings XI Punjab,Pune Warriors,no,no,2,0,18,0,9.00,0,0
4118,Wayne Parnell,229,2011,Kings XI Punjab,Pune Warriors,no,no,4,0,12,2,3.00,0,0
4119,Rahul Sharma,229,2011,Kings XI Punjab,Pune Warriors,yes,no,4,0,17,2,4.25,0,0
4120,Yuvraj Singh,229,2011,Kings XI Punjab,Pune Warriors,no,no,2,0,17,0,8.50,0,0
4121,Mitchell Marsh,229,2011,Kings XI Punjab,Pune Warriors,no,no,4,0,26,2,6.50,0,0
4122,Abhishek Jhunjhunwala,229,2011,Kings XI Punjab,Pune Warriors,no,no,1,0,11,0,11.00,0,0
4123,Harbhajan Singh,232,2011,Kings XI Punjab,Mumbai Indians,no,no,3,0,20,0,6.66,0,0
4124,Lasith Malinga,232,2011,Kings XI Punjab,Mumbai Indians,no,no,4,0,24,2,6.00,1,0
4125,Munaf Patel,232,2011,Kings XI Punjab,Mumbai Indians,no,no,4,0,21,5,5.25,0,0
4126,Dhawal Kulkarni,232,2011,Kings XI Punjab,Mumbai Indians,no,no,2,0,25,0,12.50,1,0
4127,Rohit Sharma,232,2011,Kings XI Punjab,Mumbai Indians,no,no,2,0,24,0,12.00,1,0
4128,Tirumalasetti Suman,232,2011,Kings XI Punjab,Mumbai Indians,no,no,3,0,23,0,7.66,0,0
4129,Kieron Pollard,232,2011,Kings XI Punjab,Mumbai Indians,no,no,2,0,11,0,5.50,0,0
4130,RP Singh,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,4,0,25,4,6.25,2,0
4131,Sreesanth,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,3.5,0,38,0,9.91,1,0
4132,Vinay Kumar,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,3,0,28,0,9.33,1,0
4133,Brad Hodge,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,2,0,26,0,13.00,0,0
4134,Prasanth Parameswaran,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,2,0,23,0,11.50,1,0
4135,Raiphi Gomez,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,1,0,12,0,12.00,0,0
4136,Ravindra Jadeja,235,2011,Kings XI Punjab,Kochi Tuskers Kerala,no,no,3,0,27,0,9.00,0,0
4137,Irfan Pathan,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,28,3,7.00,1,0
4138,Morne Morkel,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,22,1,5.50,1,0
4139,Varun Aaron,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,26,0,6.50,4,0
4140,Aavishkar Salvi,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,4,0,40,2,10.00,1,0
4141,James Hopes,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,3,0,27,0,9.00,0,0
4142,Sridharan Sriram,238,2011,Kings XI Punjab,Delhi Daredevils,no,no,1,0,25,0,25.00,0,0
4143,Johan van der Wath,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,50,0,12.50,0,0
4144,Charl Langeveldt,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,48,2,12.00,3,0
4145,Chris Gayle,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,35,0,8.75,0,0
4146,Sreenath Aravind,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,36,0,9.00,0,0
4147,Abhimanyu Mithun,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,3,0,29,0,9.66,0,2
4148,Virat Kohli,241,2011,Kings XI Punjab,Royal Challengers Bangalore,no,no,1,0,13,0,13.00,1,0
4149,Jean-Paul Duminy,245,2011,Kings XI Punjab,Deccan Chargers,no,no,4,0,23,1,5.75,0,0
4150,Dale Steyn,245,2011,Kings XI Punjab,Deccan Chargers,no,no,3,0,13,1,4.33,0,0
4151,Anand Rajan,245,2011,Kings XI Punjab,Deccan Chargers,no,no,2,0,23,0,11.50,1,0
4152,Pragyan Ojha,245,2011,Kings XI Punjab,Deccan Chargers,no,no,3,0,25,1,8.33,0,0
4153,Dan Christian,245,2011,Kings XI Punjab,Deccan Chargers,no,no,3,0,21,2,7.00,1,0
4154,Amit Mishra,245,2011,Kings XI Punjab,Deccan Chargers,no,no,4,1,9,4,2.25,0,0
4155,Siddharth Trivedi,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,32,1,8.00,0,1
4156,Johan Botha,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,36,0,9.00,0,0
4157,Amit Singh,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,26,1,6.50,1,0
4158,Kevon Cooper,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,26,4,6.50,0,0
4159,Brad Hodge,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,1,0,8,0,8.00,0,0
4160,Ankeet Chavan,256,2012,Kings XI Punjab,Rajasthan Royals,no,no,3,0,28,2,9.33,0,0
4161,Ashok Dinda,260,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,13,1,4.33,1,0
4162,Marlon Samuels,260,2012,Kings XI Punjab,Pune Warriors,yes,no,4,0,23,1,5.75,0,0
4163,Ashish Nehra,260,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,20,1,6.66,0,0
4164,Rahul Sharma,260,2012,Kings XI Punjab,Pune Warriors,no,no,4,0,34,2,8.50,0,0
4165,Murali Kartik,260,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,23,0,7.66,1,1
4166,Jesse Ryder,260,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,25,1,8.33,1,0
4167,Ashok Dinda,266,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,18,1,6.00,0,0
4168,Ashish Nehra,266,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,22,0,7.33,0,0
4169,Marlon Samuels,266,2012,Kings XI Punjab,Pune Warriors,no,no,3.4,0,27,0,7.36,0,0
4170,Angelo Mathews,266,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,20,1,6.66,0,0
4171,Jesse Ryder,266,2012,Kings XI Punjab,Pune Warriors,no,no,2,0,12,0,6.00,0,0
4172,Rahul Sharma,266,2012,Kings XI Punjab,Pune Warriors,no,no,3,0,17,1,5.66,0,0
4173,Yusuf Pathan,269,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,1,0,7,0,7.00,0,0
4174,Jacques Kallis,269,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,30,0,7.50,0,0
4175,Sunil Narine,269,2012,Kings XI Punjab,Kolkata Knight Riders,yes,no,4,0,19,5,4.75,1,0
4176,Shakib Al Hasan,269,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,26,1,6.50,0,0
4177,Jaydev Unadkat,269,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,3,0,32,0,10.66,0,0
4178,Rajat Bhatia,269,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,14,2,3.50,0,0
4179,Brett Lee,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,26,2,6.50,1,0
4180,Jacques Kallis,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,3,0,23,0,7.66,0,0
4181,Sunil Narine,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,24,2,6.00,0,0
4182,Lakshmipathy Balaji,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,20,1,5.00,0,0
4183,Yusuf Pathan,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,1,0,7,0,7.00,0,0
4184,Rajat Bhatia,274,2012,Kings XI Punjab,Kolkata Knight Riders,no,no,4,0,23,1,5.75,1,0
4185,Zaheer Khan,277,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,25,2,6.25,0,0
4186,Vinay Kumar,277,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,40,1,10.00,0,0
4187,Harshal Patel,277,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,44,1,11.00,1,0
4188,Andrew McDonald,277,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,25,2,6.25,1,0
4189,Daniel Vettori,277,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,24,0,6.00,1,0
4190,Munaf Patel,280,2012,Kings XI Punjab,Mumbai Indians,no,no,4,0,41,0,10.25,0,0
4191,RP Singh,280,2012,Kings XI Punjab,Mumbai Indians,no,no,3,0,28,0,9.33,0,0
4192,Pragyan Ojha,280,2012,Kings XI Punjab,Mumbai Indians,no,no,3,0,28,2,9.33,3,0
4193,Kieron Pollard,280,2012,Kings XI Punjab,Mumbai Indians,no,no,4,0,14,2,3.50,0,0
4194,Harbhajan Singh,280,2012,Kings XI Punjab,Mumbai Indians,no,no,4,0,34,0,8.50,1,0
4195,Thisara Perera,280,2012,Kings XI Punjab,Mumbai Indians,no,no,1.3,0,19,0,12.66,0,0
4196,Robin Peterson,285,2012,Kings XI Punjab,Mumbai Indians,no,no,1,0,3,0,3.00,0,0
4197,RP Singh,285,2012,Kings XI Punjab,Mumbai Indians,no,no,4,0,27,1,6.75,1,0
4198,Clint McKay,285,2012,Kings XI Punjab,Mumbai Indians,no,no,4,0,36,1,9.00,0,0
4199,Munaf Patel,285,2012,Kings XI Punjab,Mumbai Indians,no,no,4,1,41,0,10.25,0,1
4200,Harbhajan Singh,285,2012,Kings XI Punjab,Mumbai Indians,no,no,3,0,29,0,9.66,3,0
4201,Kieron Pollard,285,2012,Kings XI Punjab,Mumbai Indians,no,no,3,0,27,0,9.00,0,0
4202,James Franklin,285,2012,Kings XI Punjab,Mumbai Indians,no,no,1,0,5,1,5.00,1,0
4203,Nuwan Kulasekara,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,29,1,7.25,3,0
4204,Albie Morkel,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,29,3,7.25,0,0
4205,Ravichandran Ashwin,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,25,0,6.25,1,0
4206,Shadab Jakati,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,2,0,22,0,11.00,0,0
4207,Suresh Raina,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,1,0,8,0,8.00,0,0
4208,Dwayne Bravo,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,28,2,7.00,1,0
4209,Ravindra Jadeja,289,2012,Kings XI Punjab,Chennai Super Kings,no,no,1,0,15,0,15.00,0,0
4210,Zaheer Khan,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,31,0,7.75,1,0
4211,Vinay Kumar,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,3.5,0,32,0,8.34,0,0
4212,Andrew McDonald,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,25,2,6.25,0,0
4213,Daniel Vettori,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,4,0,29,0,7.25,0,0
4214,KP Appanna,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,3,0,30,1,10.00,0,0
4215,Asad Pathan,296,2012,Kings XI Punjab,Royal Challengers Bangalore,no,no,1,0,14,0,14.00,0,0
4216,Ankeet Chavan,300,2012,Kings XI Punjab,Rajasthan Royals,no,no,3,0,32,0,10.66,0,0
4217,Shane Watson,300,2012,Kings XI Punjab,Rajasthan Royals,yes,no,4,1,22,2,5.50,1,1
4218,Shaun Tait,300,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,18,2,4.50,4,0
4219,Johan Botha,300,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,21,2,5.25,1,0
4220,Siddharth Trivedi,300,2012,Kings XI Punjab,Rajasthan Royals,no,no,4,0,28,1,7.00,0,0
4221,Stuart Binny,300,2012,Kings XI Punjab,Rajasthan Royals,no,no,1,0,8,1,8.00,0,0
4222,Abhishek Jhunjhunwala,305,2012,Kings XI Punjab,Deccan Chargers,no,no,2,0,12,0,6.00,0,0
4223,Veer Pratap Singh,305,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,45,1,11.25,2,0
4224,Rusty Theron,305,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,29,0,7.25,0,0
4225,Shikhar Dhawan,305,2012,Kings XI Punjab,Deccan Chargers,no,no,2,0,8,1,4.00,0,0
4226,Ashish Reddy,305,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,39,2,9.75,1,0
4227,Amit Mishra,305,2012,Kings XI Punjab,Deccan Chargers,no,no,2,0,20,0,10.00,0,0
4228,Daniel Harris,305,2012,Kings XI Punjab,Deccan Chargers,no,no,2,0,15,0,7.50,0,0
4229,Dale Steyn,313,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,26,2,6.50,0,0
4230,TP Sudhindra,313,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,47,0,11.75,1,0
4231,Dan Christian,313,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,31,2,7.75,0,0
4232,Abhishek Jhunjhunwala,313,2012,Kings XI Punjab,Deccan Chargers,no,no,1,0,13,0,13.00,0,0
4233,Manpreet Gony,313,2012,Kings XI Punjab,Deccan Chargers,no,no,4,0,40,1,10.00,1,0
4234,Amit Mishra,313,2012,Kings XI Punjab,Deccan Chargers,no,no,3,0,31,1,10.33,0,0
4235,Irfan Pathan,316,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,24,0,6.00,0,0
4236,Venugopal Rao,316,2012,Kings XI Punjab,Delhi Daredevils,no,no,1,0,13,0,13.00,0,0
4237,Morne Morkel,316,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,32,0,8.00,0,0
4238,Varun Aaron,316,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,19,2,4.75,0,0
4239,Pawan Negi,316,2012,Kings XI Punjab,Delhi Daredevils,no,no,3,0,24,1,8.00,0,0
4240,Umesh Yadav,316,2012,Kings XI Punjab,Delhi Daredevils,yes,no,4,0,21,3,5.25,1,0
4241,Ben Hilfenhaus,318,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,20,1,5.00,0,0
4242,Albie Morkel,318,2012,Kings XI Punjab,Chennai Super Kings,no,no,3.3,0,28,1,8.00,2,0
4243,Ravichandran Ashwin,318,2012,Kings XI Punjab,Chennai Super Kings,no,no,4,0,27,0,6.75,0,0
4244,Dwayne Bravo,318,2012,Kings XI Punjab,Chennai Super Kings,no,no,3,0,18,2,6.00,0,0
4245,Yo Mahesh,318,2012,Kings XI Punjab,Chennai Super Kings,no,no,2,0,27,0,13.50,0,0
4246,Morne Morkel,321,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,20,4,5.00,1,0
4247,Umesh Yadav,321,2012,Kings XI Punjab,Delhi Daredevils,yes,no,4,1,19,3,4.75,0,0
4248,Varun Aaron,321,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,25,0,6.25,1,0
4249,Andre Russell,321,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,51,1,12.75,1,0
4250,Irfan Pathan,321,2012,Kings XI Punjab,Delhi Daredevils,no,no,4,0,25,0,6.25,0,0
4251,Bhuvneshwar Kumar,334,2013,Kings XI Punjab,Pune Warriors,no,no,2,0,16,0,8.00,0,0
4252,Ashok Dinda,334,2013,Kings XI Punjab,Pune Warriors,no,no,2,0,28,0,14.00,1,0
4253,Angelo Mathews,334,2013,Kings XI Punjab,Pune Warriors,no,no,2,0,12,1,6.00,0,0
4254,Mitchell Marsh,334,2013,Kings XI Punjab,Pune Warriors,no,no,3.2,0,24,0,7.20,1,1
4255,Rahul Sharma,334,2013,Kings XI Punjab,Pune Warriors,no,no,3,0,20,1,6.66,0,0
4256,Dirk Nannes,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,3.5,0,17,2,4.43,0,0
4257,Ankit Rajpoot,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,1,0,10,0,10.00,0,0
4258,Chris Morris,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,4,0,27,2,6.75,0,0
4259,Ravindra Jadeja,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,4,0,29,1,7.25,0,0
4260,Dwayne Bravo,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,4,0,27,3,6.75,2,0
4261,Ravichandran Ashwin,339,2013,Kings XI Punjab,Chennai Super Kings,no,no,3,0,22,1,7.33,0,0
4262,Ajit  Chandila,346,2013,Kings XI Punjab,Rajasthan Royals,no,no,3,0,14,0,4.66,0,0
4263,Sreesanth,346,2013,Kings XI Punjab,Rajasthan Royals,no,no,4,1,20,2,5.00,1,1
