,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
787,Mohit Sharma,463,2014,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,1,3,0,0,33.33,no,na
788,Dwayne Smith,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Coulter-Nile b Imran Tahir,34,31,6,0,109.67,no,3-71 (Dwayne Smith
789,Brendon McCullum,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Yuvraj Singh b Coulter-Nile,4,2,1,0,200.00,no,1-20 (Brendon McCullum
790,Suresh Raina,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,b Coulter-Nile,4,7,0,0,57.14,no,2-38 (Suresh Raina
791,Faf du Plessis,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Iyer b Duminy,32,24,3,0,133.33,no,4-100 (Faf du Plessis
792,Ravindra Jadeja,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,st Gautam b Mishra,17,18,1,1,94.44,no,5-117 (Ravindra Jadeja
793,MS Dhoni,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,['(c)\x86'],c Agarwal b Coulter-Nile,30,27,1,2,111.11,no,7-148 (MS Dhoni
794,Dwayne Bravo,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,lbw b Muthuswami,1,3,0,0,33.33,no,6-120 (Dwayne Bravo
795,Ravichandran Ashwin,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,not out,12,8,1,0,150.00,no,na
796,Mohit Sharma,466,2015,Chennai Super Kings,Delhi Daredevils,no,no,normal,not out,2,1,0,0,200.00,no,na
797,Dwayne Smith,468,2015,Chennai Super Kings,Sunrisers Hyderabad,no,no,normal,run out (Boult),27,26,4,1,103.84,no,1-75 (Dwayne Smith
798,Brendon McCullum,468,2015,Chennai Super Kings,Sunrisers Hyderabad,yes,no,normal,not out,100,56,7,9,178.57,no,na
799,Suresh Raina,468,2015,Chennai Super Kings,Sunrisers Hyderabad,no,no,normal,run out (Rahul),14,12,1,0,116.66,no,2-135 (Suresh Raina
800,MS Dhoni,468,2015,Chennai Super Kings,Sunrisers Hyderabad,no,no,['(c)\x86'],c Warner b Boult,53,29,4,4,182.75,no,3-198 (MS Dhoni
801,Ravindra Jadeja,468,2015,Chennai Super Kings,Sunrisers Hyderabad,no,no,normal,run out (Boult),0,1,0,0,0.00,no,4-198 (Ravindra Jadeja
802,Dwayne Bravo,468,2015,Chennai Super Kings,Sunrisers Hyderabad,no,no,normal,not out,0,0,0,0,-,no,na
803,Dwayne Smith,476,2015,Chennai Super Kings,Mumbai Indians,no,no,normal,c Sharma b Harbhajan Singh,62,30,8,4,206.66,no,na
804,Brendon McCullum,476,2015,Chennai Super Kings,Mumbai Indians,no,no,normal,c Vinay Kumar b Harbhajan Singh,46,20,6,2,230.00,no,na
805,Suresh Raina,476,2015,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,43,29,4,2,148.27,no,na
806,Faf du Plessis,476,2015,Chennai Super Kings,Mumbai Indians,no,no,normal,b Malinga,11,13,2,0,84.61,no,na
807,MS Dhoni,476,2015,Chennai Super Kings,Mumbai Indians,no,no,['(c)\x86'],c & b Pollard,3,6,0,0,50.00,no,na
808,Dwayne Bravo,476,2015,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,13,5,1,1,260.00,no,na
809,Dwayne Smith,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,normal,b Faulkner,40,29,3,2,137.93,no,4-65 (Dwayne Smith
810,Brendon McCullum,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Faulkner b Tambe,12,7,3,0,171.42,no,1-15 (Brendon McCullum
811,Suresh Raina,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Samson b Morris,4,8,0,0,50.00,no,2-38 (Suresh Raina
812,Faf du Plessis,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Morris b Ankit Sharma,1,3,0,0,33.33,no,3-39 (Faf du Plessis
813,Dwayne Bravo,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,normal,not out,62,36,8,1,172.22,no,na
814,MS Dhoni,479,2015,Chennai Super Kings,Rajasthan Royals,no,no,['(c)\x86'],not out,31,37,4,0,83.78,no,na
815,Dwayne Smith,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Karthik b Patel,39,29,3,3,134.48,no,2-70 (Dwayne Smith
816,Brendon McCullum,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Rossouw b Chahal,4,6,1,0,66.66,no,1-12 (Brendon McCullum
817,Suresh Raina,484,2015,Chennai Super Kings,Royal Challengers Bangalore,yes,no,normal,c Rossouw b Chahal,62,32,4,6,193.75,no,3-124 (Suresh Raina
818,MS Dhoni,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,['(c)\x86'],c de Villiers b Chahal,13,13,2,0,100.00,no,4-132 (MS Dhoni
819,Ravindra Jadeja,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Kohli b Iqbal Abdulla,8,8,1,0,100.00,no,5-135 (Ravindra Jadeja
820,Faf du Plessis,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,33,18,4,1,183.33,no,na
821,Dwayne Bravo,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c de Villiers b Iqbal Abdulla,5,4,1,0,125.00,no,6-156 (Dwayne Bravo
822,Ravichandran Ashwin,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Bisla b Wiese,5,3,1,0,166.66,no,7-168 (Ravichandran Ashwin
823,Mohit Sharma,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,b Starc,2,6,0,0,33.33,no,8-177 (Mohit Sharma
824,Ashish Nehra,484,2015,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,0,1,0,0,0.00,no,na
825,Dwayne Smith,488,2015,Chennai Super Kings,Kings XI Punjab,no,no,normal,b Anureet Singh,26,13,3,2,200.00,no,1-50 (Dwayne Smith
826,Brendon McCullum,488,2015,Chennai Super Kings,Kings XI Punjab,yes,no,normal,c Miller b Patel,66,44,8,3,150.00,no,2-116 (Brendon McCullum
827,Suresh Raina,488,2015,Chennai Super Kings,Kings XI Punjab,no,no,normal,run out (Karanveer Singh),29,26,4,0,111.53,no,3-144 (Suresh Raina
828,MS Dhoni,488,2015,Chennai Super Kings,Kings XI Punjab,no,no,['(c)\x86'],not out,41,27,2,2,151.85,no,na
829,Ravindra Jadeja,488,2015,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,18,11,2,0,163.63,no,na
830,Dwayne Smith,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,run out (Pathan),25,19,3,1,131.57,no,2-64 (Dwayne Smith
831,Brendon McCullum,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,lbw b Chawla,19,14,3,1,135.71,no,1-42 (Brendon McCullum
832,Suresh Raina,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c Uthappa b Russell,17,21,2,1,80.95,no,3-67 (Suresh Raina
833,Faf du Plessis,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,29,29,1,0,100.00,no,na
834,MS Dhoni,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,['(c)\x86'],c Uthappa b Russell,3,6,0,0,50.00,no,4-81 (MS Dhoni
835,Dwayne Bravo,492,2015,Chennai Super Kings,Kolkata Knight Riders,yes,no,normal,c SA Yadav b Chawla,5,7,1,0,71.42,no,5-88 (Dwayne Bravo
836,Ravindra Jadeja,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Hogg,15,20,0,0,75.00,no,6-124 (Ravindra Jadeja
837,Ravichandran Ashwin,492,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,9,4,2,0,225.00,no,na
838,Dwayne Smith,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c ten Doeschate b Cummins,0,1,0,0,0.00,no,1-0 (Dwayne Smith
839,Brendon McCullum,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,lbw b Hogg,32,12,3,3,266.66,no,3-64 (Brendon McCullum
840,Suresh Raina,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c Chawla b UT Yadav,8,10,2,0,80.00,no,2-43 (Suresh Raina
841,Faf du Plessis,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,st Uthappa b Hogg,20,11,5,0,181.81,no,4-69 (Faf du Plessis
842,Dwayne Bravo,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Russell,30,32,4,0,93.75,no,6-129 (Dwayne Bravo
843,MS Dhoni,494,2015,Chennai Super Kings,Kolkata Knight Riders,no,no,['(c)\x86'],b Chawla,1,4,0,0,25.00,no,5-72 (MS Dhoni
