,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
8573,Ambati Rayudu,227,2011,Mumbai Indians,Delhi Daredevils,yes,no,['\x86'],c Sehwag b Hopes,59,39,7,2,151.28,no,4-172 (Ambati Rayudu
8574,Rohit Sharma,227,2011,Mumbai Indians,Delhi Daredevils,no,no,normal,c Venugopal Rao b Morkel,49,32,2,3,153.12,no,3-141 (Rohit Sharma
8575,Kieron Pollard,227,2011,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,9,8,1,0,112.50,no,na
8576,Andrew Symonds,227,2011,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,4,4,0,0,100.00,no,na
8577,Aiden Blizzard,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,c Gilchrist b Kumar,15,10,3,0,150.00,no,na
8578,Sachin Tendulkar,232,2011,Mumbai Indians,Kings XI Punjab,no,no,['(c)'],c Marsh b Kumar,6,9,1,0,66.66,no,na
8579,Rohit Sharma,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,st Gilchrist b Bipul Sharma,5,5,1,0,100.00,no,na
8580,Andrew Symonds,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,run out (Mandeep Singh/Gilchrist),8,6,1,0,133.33,no,na
8581,Ambati Rayudu,232,2011,Mumbai Indians,Kings XI Punjab,no,no,['\x86'],c Bipul Sharma b Srivastava,13,19,2,0,68.42,no,na
8582,Tirumalasetti Suman,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,c Kumar b Harris,4,5,0,0,80.00,no,na
8583,Kieron Pollard,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,c Marsh b Bhatt,17,11,1,1,154.54,no,na
8584,Harbhajan Singh,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,b Bhatt,12,7,1,1,171.42,no,na
8585,Dhawal Kulkarni,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,c & b Bhatt,2,4,0,0,50.00,no,na
8586,Lasith Malinga,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,0,0,0,0,-,no,na
8587,Munaf Patel,232,2011,Mumbai Indians,Kings XI Punjab,no,no,normal,lbw b Bhatt,0,1,0,0,0.00,no,na
8588,Sachin Tendulkar,237,2011,Mumbai Indians,Deccan Chargers,no,no,['(c)'],lbw b Anand Rajan,37,42,3,0,88.09,no,na
8589,Aiden Blizzard,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,b Duminy,1,7,0,0,14.28,no,na
8590,Ambati Rayudu,237,2011,Mumbai Indians,Deccan Chargers,no,no,['\x86'],b Sharma,2,8,0,0,25.00,no,na
8591,Rohit Sharma,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,c Sangakkara b Sharma,4,6,1,0,66.66,no,na
8592,Andrew Symonds,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,c Sharma b Mishra,8,19,0,0,42.10,no,na
8593,Tirumalasetti Suman,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,c Dhawan b Anand Rajan,14,13,0,2,107.69,no,na
8594,Kieron Pollard,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,c Lumb b Anand Rajan,24,13,3,1,184.61,no,na
8595,Harbhajan Singh,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,not out,17,12,1,1,141.66,no,na
8596,Lasith Malinga,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,run out (Christian/Anand Rajan),0,0,0,0,-,no,na
8597,Dhawal Kulkarni,237,2011,Mumbai Indians,Deccan Chargers,no,no,normal,not out,0,0,0,0,-,no,na
8598,Tirumalasetti Suman,244,2011,Mumbai Indians,Rajasthan Royals,no,no,normal,c Menaria b Watson,5,6,1,0,83.33,no,1-7 (Tirumalasetti Suman
8599,Sachin Tendulkar,244,2011,Mumbai Indians,Rajasthan Royals,no,no,['(c)'],c Watson b Singh,31,35,3,0,88.57,no,3-65 (Sachin Tendulkar
8600,Ambati Rayudu,244,2011,Mumbai Indians,Rajasthan Royals,no,no,['\x86'],c Taylor b Watson,2,8,0,0,25.00,no,2-17 (Ambati Rayudu
8601,Rohit Sharma,244,2011,Mumbai Indians,Rajasthan Royals,no,no,normal,st Shah b Warne,58,47,5,1,123.40,no,5-131 (Rohit Sharma
8602,Kieron Pollard,244,2011,Mumbai Indians,Rajasthan Royals,no,no,normal,b Watson,20,18,2,0,111.11,no,4-118 (Kieron Pollard
8603,James Franklin,244,2011,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,11,5,2,0,220.00,no,na
8604,Harbhajan Singh,244,2011,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,1,1,0,0,100.00,no,na
8605,Tirumalasetti Suman,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Pathan b Iqbal Abdulla,4,4,1,0,100.00,no,na
8606,Sachin Tendulkar,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c Gambhir b Bhatia,38,27,6,0,140.74,no,na
8607,Harbhajan Singh,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Tiwary b Bhatia,30,29,5,0,103.44,no,na
8608,Rohit Sharma,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Goswami b Bhatia,10,9,1,0,111.11,no,na
8609,Kieron Pollard,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Balaji,18,22,2,0,81.81,no,na
8610,James Franklin,248,2011,Mumbai Indians,Kolkata Knight Riders,yes,no,normal,not out,45,23,5,1,195.65,no,na
8611,Ambati Rayudu,248,2011,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],not out,17,6,0,2,283.33,no,na
8612,Aiden Blizzard,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Iqbal Abdulla b Lee,51,30,7,2,170.00,no,na
8613,Sachin Tendulkar,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c Tiwary b Kallis,36,28,6,0,128.57,no,na
8614,Rohit Sharma,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,run out (Gambhir),0,0,0,0,-,no,na
8615,Ambati Rayudu,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],c Goswami b Kallis,12,16,2,0,75.00,no,na
8616,James Franklin,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,29,25,2,0,116.00,no,na
8617,Kieron Pollard,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,lbw b Shakib Al Hasan,3,5,0,0,60.00,no,na
8618,Tirumalasetti Suman,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Tiwary b Shakib Al Hasan,2,7,0,0,28.57,no,na
8619,Harbhajan Singh,250,2011,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,11,5,1,1,220.00,no,na
8620,Aiden Blizzard,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Agarwal b Aravind,10,11,2,0,90.90,no,na
8621,Sachin Tendulkar,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,['(c)'],st de Villiers b Syed Mohammad,40,24,7,0,166.66,no,na
8622,Harbhajan Singh,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Pomersbach b Aravind,13,7,1,1,185.71,no,na
8623,Rohit Sharma,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Pomersbach b Vettori,13,15,1,0,86.66,no,na
8624,James Franklin,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,b Khan,16,17,0,1,94.11,no,na
8625,Ambati Rayudu,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],lbw b Vettori,0,1,0,0,0.00,no,na
8626,Kieron Pollard,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Mithun b Vettori,3,6,0,0,50.00,no,na
8627,Rajagopal Sathish,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,18,21,1,0,85.71,no,na
8628,Lasith Malinga,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Pomersbach b Syed Mohammad,7,5,0,1,140.00,no,na
8629,Abu Nechim,251,2011,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,18,13,1,1,138.46,no,na
8630,Richard Levi,253,2012,Mumbai Indians,Chennai Super Kings,yes,no,normal,c Bollinger b Bravo,50,35,6,3,142.85,no,na
8631,Sachin Tendulkar,253,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,retired hurt,16,15,1,1,106.66,no,na
8632,Rohit Sharma,253,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Bollinger,0,3,0,0,0.00,no,na
8633,Ambati Rayudu,253,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,18,18,0,1,100.00,no,na
8634,James Franklin,253,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,25,30,2,0,83.33,no,na
8635,Richard Levi,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,st Uthappa b Kartik,0,2,0,0,0.00,no,na
8636,Ambati Rayudu,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Kartik b Dinda,1,2,0,0,50.00,no,na
8637,Rohit Sharma,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Uthappa b Dinda,1,6,0,0,16.66,no,na
8638,James Franklin,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Ferguson b Dinda,32,42,1,0,76.19,no,na
8639,Dinesh Karthik,255,2012,Mumbai Indians,Pune Warriors,no,no,['\x86'],st Uthappa b Kartik,32,32,4,1,100.00,no,na
8640,Suryakumar Yadav,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,b Samuels,0,4,0,0,0.00,no,na
8641,Kieron Pollard,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,b Sharma,8,11,0,0,72.72,no,na
8642,Harbhajan Singh,255,2012,Mumbai Indians,Pune Warriors,no,no,['(c)'],lbw b Dinda,16,15,2,0,106.66,no,na
8643,Lasith Malinga,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Uthappa b Parnell,5,3,1,0,166.66,no,na
8644,Pragyan Ojha,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,not out,0,1,0,0,0.00,no,na
8645,Munaf Patel,255,2012,Mumbai Indians,Pune Warriors,no,no,normal,not out,1,2,0,0,50.00,no,na
8646,Tirumalasetti Suman,261,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c & b Steyn,5,9,1,0,55.55,no,na
8647,Richard Levi,261,2012,Mumbai Indians,Deccan Chargers,no,no,normal,b Steyn,3,9,0,0,33.33,no,na
8648,Rohit Sharma,261,2012,Mumbai Indians,Deccan Chargers,yes,no,normal,not out,73,50,4,5,146.00,no,na
8649,Ambati Rayudu,261,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c Dhawan b Mishra,19,24,1,0,79.16,no,na
8650,Kieron Pollard,261,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c Dhawan b Christian,24,18,0,3,133.33,no,na
8651,Dinesh Karthik,261,2012,Mumbai Indians,Deccan Chargers,no,no,['\x86'],b Steyn,7,6,1,0,116.66,no,na
8652,James Franklin,261,2012,Mumbai Indians,Deccan Chargers,no,no,normal,not out,7,4,1,0,175.00,no,na
8653,Richard Levi,264,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,b Hogg,29,22,4,1,131.81,no,3-68 (Richard Levi
8654,Tirumalasetti Suman,264,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,c Trivedi b Singh,10,10,0,1,100.00,no,1-28 (Tirumalasetti Suman
8655,Rohit Sharma,264,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,b Hogg,21,13,2,1,161.53,no,2-59 (Rohit Sharma
8656,Ambati Rayudu,264,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,47,32,1,3,146.87,no,na
8657,Kieron Pollard,264,2012,Mumbai Indians,Rajasthan Royals,yes,no,normal,c Rahane b Chavan,64,33,6,4,193.93,no,4-164 (Kieron Pollard
8658,Dinesh Karthik,264,2012,Mumbai Indians,Rajasthan Royals,no,no,['\x86'],c Trivedi b Cooper,0,1,0,0,0.00,no,5-173 (Dinesh Karthik
8659,James Franklin,264,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,c Rahane b Singh,2,3,0,0,66.66,no,6-177 (James Franklin
8660,Harbhajan Singh,264,2012,Mumbai Indians,Rajasthan Royals,no,no,['(c)'],not out,18,6,1,2,300.00,no,na
8661,Richard Levi,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Nadeem,1,4,0,0,25.00,no,2-5 (Richard Levi
8662,Davy Jacobs,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Nadeem,0,10,0,0,0.00,no,1-2 (Davy Jacobs
8663,Rohit Sharma,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Taylor b Agarkar,29,27,5,0,107.40,no,5-41 (Rohit Sharma
8664,Ambati Rayudu,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,run out (Sehwag/Ojha),4,11,0,0,36.36,no,3-30 (Ambati Rayudu
8665,Kieron Pollard,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Taylor b Yadav,1,3,0,0,33.33,no,4-38 (Kieron Pollard
8666,Dinesh Karthik,271,2012,Mumbai Indians,Delhi Daredevils,no,no,['\x86'],c Pietersen b Yadav,3,4,0,0,75.00,no,6-44 (Dinesh Karthik
8667,Harbhajan Singh,271,2012,Mumbai Indians,Delhi Daredevils,no,no,['(c)'],c Ojha b Morkel,33,22,5,1,150.00,no,9-89 (Harbhajan Singh
8668,Clint McKay,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Yadav b Pathan,8,15,0,0,53.33,no,7-78 (Clint McKay
8669,RP Singh,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Morkel,0,4,0,0,0.00,no,8-80 (RP Singh
8670,Pragyan Ojha,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Agarkar,3,12,0,0,25.00,no,10-92 (Pragyan Ojha
8671,Munaf Patel,271,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,1,5,0,0,20.00,no,na
8672,James Franklin,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Miller b Kumar,79,51,6,4,154.90,no,5-152 (James Franklin
8673,Sachin Tendulkar,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,run out (Miller/Saini),23,23,3,0,100.00,no,1-51 (Sachin Tendulkar
8674,Rohit Sharma,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Saini b Awana,2,5,0,0,40.00,no,2-56 (Rohit Sharma
8675,Dinesh Karthik,280,2012,Mumbai Indians,Kings XI Punjab,no,no,['\x86'],run out (Marsh/Chawla),35,20,5,0,175.00,no,3-131 (Dinesh Karthik
8676,Kieron Pollard,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Mandeep Singh b Awana,7,10,1,0,70.00,no,4-142 (Kieron Pollard
8677,Harbhajan Singh,280,2012,Mumbai Indians,Kings XI Punjab,no,no,['(c)'],c Chitnis b Kumar,4,3,1,0,133.33,no,6-152 (Harbhajan Singh
8678,Thisara Perera,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,4,5,0,0,80.00,no,na
8679,Ambati Rayudu,280,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,3,3,0,0,100.00,no,na
8680,James Franklin,285,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Saini b Azhar Mahmood,22,22,2,0,100.00,no,na
8681,Sachin Tendulkar,285,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Saini b Azhar Mahmood,34,29,4,0,117.24,no,na
8682,Rohit Sharma,285,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Azhar Mahmood b Awana,50,30,3,3,166.66,no,na
8683,Dinesh Karthik,285,2012,Mumbai Indians,Kings XI Punjab,no,no,['\x86'],c Azhar Mahmood b Chawla,3,6,0,0,50.00,no,na
8684,Kieron Pollard,285,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,c Mandeep Singh b Awana,3,7,0,0,42.85,no,na
8685,Ambati Rayudu,285,2012,Mumbai Indians,Kings XI Punjab,yes,no,normal,not out,34,17,2,2,200.00,no,na
8686,Harbhajan Singh,285,2012,Mumbai Indians,Kings XI Punjab,no,no,['(c)'],c Marsh b Awana,0,2,0,0,0.00,no,na
8687,Robin Peterson,285,2012,Mumbai Indians,Kings XI Punjab,no,no,normal,not out,16,7,2,1,228.57,no,na
8688,Aiden Blizzard,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Jayawardene b Pathan,0,3,0,0,0.00,no,na
8689,Sachin Tendulkar,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Pietersen b Morkel,7,7,0,1,100.00,no,na
8690,Rohit Sharma,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Agarkar b Pathan,12,6,1,1,200.00,no,na
8691,Dinesh Karthik,288,2012,Mumbai Indians,Delhi Daredevils,no,no,['\x86'],b Agarkar,40,28,7,0,142.85,no,na
8692,Ambati Rayudu,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,c Jayawardene b Nadeem,62,39,5,3,158.97,no,na
8693,Kieron Pollard,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Nadeem,16,9,1,1,177.77,no,na
8694,Robin Peterson,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,run out (Jayawardene/Ojha),2,2,0,0,100.00,no,na
8695,Harbhajan Singh,288,2012,Mumbai Indians,Delhi Daredevils,no,no,['(c)'],c Pathan b Yadav,15,12,2,0,125.00,no,na
8696,Lasith Malinga,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,b Yadav,11,13,1,0,84.61,no,na
8697,RP Singh,288,2012,Mumbai Indians,Delhi Daredevils,no,no,normal,not out,1,1,0,0,100.00,no,na
8698,Richard Levi,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,b Steyn,0,1,0,0,0.00,no,na
8699,Sachin Tendulkar,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c Christian b Pratap Singh,14,14,1,0,100.00,no,na
8700,Rohit Sharma,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c Jaggi b Duminy,42,48,4,1,87.50,no,na
8701,Dinesh Karthik,292,2012,Mumbai Indians,Deccan Chargers,no,no,['\x86'],c Patel b Steyn,2,6,0,0,33.33,no,na
8702,James Franklin,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,c Patel b Ashish Reddy,13,20,0,0,65.00,no,na
8703,Ambati Rayudu,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,not out,19,15,2,0,126.66,no,na
8704,Robin Peterson,292,2012,Mumbai Indians,Deccan Chargers,no,no,normal,not out,1,5,0,0,20.00,no,na
8705,James Franklin,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Manhas b Kumar,25,23,3,1,108.69,no,1-50 (James Franklin
8706,Sachin Tendulkar,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Uthappa b Nehra,34,35,4,0,97.14,no,3-81 (Sachin Tendulkar
8707,Rohit Sharma,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,run out (Smith/Uthappa),3,5,0,0,60.00,no,2-56 (Rohit Sharma
8708,Robin Peterson,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,c Ganguly b Nehra,13,14,1,0,92.85,no,4-88 (Robin Peterson
8709,Dinesh Karthik,297,2012,Mumbai Indians,Pune Warriors,no,no,['\x86'],not out,18,22,1,0,81.81,no,na
8710,Ambati Rayudu,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,b Kumar,1,3,0,0,33.33,no,5-92 (Ambati Rayudu
8711,Thisara Perera,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,run out (Smith),0,4,0,0,0.00,no,6-93 (Thisara Perera
8712,Harbhajan Singh,297,2012,Mumbai Indians,Pune Warriors,no,no,['(c)'],c Parnell b Dinda,0,1,0,0,0.00,no,7-93 (Harbhajan Singh
8713,Lasith Malinga,297,2012,Mumbai Indians,Pune Warriors,yes,no,normal,run out (Smith/Uthappa),14,14,1,1,100.00,no,8-119 (Lasith Malinga
8714,Pragyan Ojha,297,2012,Mumbai Indians,Pune Warriors,no,no,normal,run out (Uthappa),1,1,0,0,100.00,no,9-120 (Pragyan Ojha
8715,James Franklin,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Vijay b Hilfenhaus,1,9,0,0,11.11,no,na
8716,Sachin Tendulkar,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c du Plessis b Ashwin,74,44,11,1,168.18,no,na
8717,Rohit Sharma,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,b Jadeja,60,46,6,2,130.43,no,na
8718,Dinesh Karthik,301,2012,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],b Bravo,11,5,2,0,220.00,no,na
8719,Ambati Rayudu,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,b Jadeja,0,2,0,0,0.00,no,na
8720,Dwayne Smith,301,2012,Mumbai Indians,Chennai Super Kings,yes,no,normal,not out,24,9,2,2,266.66,no,na
8721,Robin Peterson,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,run out (du Plessis),0,2,0,0,0.00,no,na
8722,Harbhajan Singh,301,2012,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c sub (WP Saha) b Bravo,0,1,0,0,0.00,no,na
8723,Lasith Malinga,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,b Hilfenhaus,0,1,0,0,0.00,no,na
8724,RP Singh,301,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,not out,1,1,0,0,100.00,no,na
8725,James Franklin,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Khan b Vinay Kumar,1,6,0,0,16.66,no,1-1 (James Franklin
8726,Sachin Tendulkar,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c & b Patel,24,27,4,0,88.88,no,3-41 (Sachin Tendulkar
8727,Rohit Sharma,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,lbw b Vinay Kumar,0,3,0,0,0.00,no,2-2 (Rohit Sharma
8728,Dinesh Karthik,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],c Kohli b Muralidaran,44,39,3,1,112.82,no,5-100 (Dinesh Karthik
8729,Ambati Rayudu,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Muralidaran b Patel,22,17,2,0,129.41,no,4-85 (Ambati Rayudu
8730,Dwayne Smith,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Vinay Kumar b Muralidaran,2,3,0,0,66.66,no,6-100 (Dwayne Smith
8731,Kieron Pollard,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,21,13,0,2,161.53,no,na
8732,Harbhajan Singh,306,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,['(c)'],not out,20,12,3,0,166.66,no,na
8733,Herschelle Gibbs,310,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,66,58,7,2,113.79,no,na
8734,Sachin Tendulkar,310,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,st Bisla b Shakib Al Hasan,2,2,0,0,100.00,no,1-15 (Sachin Tendulkar
8735,Rohit Sharma,310,2012,Mumbai Indians,Kolkata Knight Riders,yes,no,normal,not out,109,60,12,5,181.66,no,na
8736,Herschelle Gibbs,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,run out (Appanna/Tiwary),2,6,0,0,33.33,no,na
8737,Sachin Tendulkar,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Kohli b Khan,0,1,0,0,0.00,no,na
8738,Rohit Sharma,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c & b Vinay Kumar,5,7,1,0,71.42,no,na
8739,Dinesh Karthik,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,['\x86'],c Patel b Muralidaran,16,14,3,0,114.28,no,na
8740,Ambati Rayudu,314,2012,Mumbai Indians,Royal Challengers Bangalore,yes,no,normal,not out,81,54,6,4,150.00,no,na
8741,Dwayne Smith,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,c Dilshan b Patel,6,5,1,0,120.00,no,na
8742,Kieron Pollard,314,2012,Mumbai Indians,Royal Challengers Bangalore,no,no,normal,not out,52,31,5,3,167.74,no,na
8743,Herschelle Gibbs,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,lbw b Iqbal Abdulla,13,24,1,0,54.16,no,na
8744,Sachin Tendulkar,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,b Narine,27,24,3,1,112.50,no,na
8745,Dinesh Karthik,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,['\x86'],c Pathan b Balaji,21,26,3,0,80.76,no,na
8746,Rohit Sharma,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c McCullum b Narine,12,14,1,0,85.71,no,na
8747,Ambati Rayudu,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,st McCullum b Shakib Al Hasan,11,8,0,1,137.50,no,na
8748,Kieron Pollard,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c McCullum b Kallis,8,5,1,0,160.00,no,na
8749,Dwayne Smith,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,lbw b Kallis,0,1,0,0,0.00,no,na
8750,Harbhajan Singh,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,['(c)'],c Tiwary b Narine,1,2,0,0,50.00,no,na
8751,Lasith Malinga,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Tiwary b Balaji,8,6,0,1,133.33,no,na
8752,RP Singh,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,c Iqbal Abdulla b Narine,3,5,0,0,60.00,no,na
8753,Munaf Patel,317,2012,Mumbai Indians,Kolkata Knight Riders,no,no,normal,not out,0,0,0,0,-,no,na
8754,Sachin Tendulkar,324,2012,Mumbai Indians,Rajasthan Royals,no,no,normal,not out,58,51,6,0,113.72,no,na
8755,Dwayne Smith,324,2012,Mumbai Indians,Rajasthan Royals,yes,no,normal,not out,87,58,10,3,150.00,no,na
8756,Sachin Tendulkar,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,run out (Jadeja/Jakati),11,11,2,0,100.00,no,na
8757,Dwayne Smith,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Jadeja b Jakati,38,22,5,2,172.72,no,na
8758,Rohit Sharma,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Morkel,14,19,0,0,73.68,no,na
8759,Dinesh Karthik,326,2012,Mumbai Indians,Chennai Super Kings,no,no,['\x86'],c Dhoni b Morkel,6,4,1,0,150.00,no,na
8760,James Franklin,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Dhoni b Bravo,13,13,0,1,100.00,no,na
8761,Ambati Rayudu,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Vijay b Ashwin,11,7,2,0,157.14,no,na
8762,Kieron Pollard,326,2012,Mumbai Indians,Chennai Super Kings,no,no,normal,c Raina b Bravo,16,19,1,1,84.21,no,na
8763,Harbhajan Singh,326,2012,Mumbai Indians,Chennai Super Kings,no,no,['(c)'],c Raina b Hilfenhaus,1,4,0,0,25.00,no,na
